element_id,name,primary_category,secondary_category,tertiary_category
38585,1½x1½ Dbl. Half Arch,Curved,Arch_bow,
2740,2x2 Dish,Curved,Dish_dome,
13938,3x3 Dish,Curved,Dish_dome,
3960,4x4 Dish,Curved,Dish_dome,
86138,4x4x⅔ Dish,Curved,Dish_dome,
79850,4x4 Dome w/ Recess,Curved,Dish_dome,
41375,6x6 Dish,Curved,Dish_dome,
3961,8x8 Dish,Curved,Dish_dome,
50990,10x10 Dish,Curved,Dish_dome,
4285,6x6 Dish Radar,Curved,Dish_dome,
18675,6x6 Dish w/ Handle,Curved,Dish_dome,
18850,4x4x1⅔ Hemisphere w/ Bar,Curved,Dish_dome,
20952,1½x1½ x ⅔,Curved,Dish_dome,
51283,Fishbowl Helmet,Curved,Dish_dome,
30106,2x2x2 Globe,Curved,Dish_dome,
30367,2x2 Dome,Curved,Dish_dome,
30151,2x2x1⅓ Dome,Curved,Dish_dome,
20953,2x2 Sphere w/ Stud,Curved,Dish_dome,
49308,3x3x1½,Curved,Dish_dome,
30208,4x4 Hemisphere - Smooth,Curved,Dish_dome,
88293,3x3x2 1/4 Dome,Curved,Dish_dome,
49612,4x4x2⅔ 1/4 Dome,Curved,Dish_dome,
15395,2x2 Inv. Dome w/out Studs,Curved,Dish_dome,
24947,2x2 Inv. Dome w/ Studs,Curved,Dish_dome,
65517,3x3 Round Corner,Curved,Dish_dome,
24599,5x5 Round Corner,Curved,Dish_dome,
76795,5x5 Round,Curved,Dish_dome,
95188,6x6 Round,Curved,Dish_dome,
58846,10x10 Round,Curved,Dish_dome,
76797,3x3 Curved Corner,Curved,Dish_dome,
3063,1x2x⅔ Curved,Curved,Curved,basic_curve
79756,1x4x⅔ Curved,Curved,Curved,basic_curve
11477,2x1x⅔ Curved,Curved,Curved,basic_curve
15068,2x2x⅔ Curved,Curved,Curved,basic_curve
61678,4x1 Curved,Curved,Curved,basic_curve
93606,4x2 Curved,Curved,Curved,basic_curve
42022,6x1 Curved,Curved,Curved,basic_curve
44126,6x2 Curved,Curved,Curved,basic_curve
42918,8x2 Curved,Curved,Curved,basic_curve
85970,10x1 Curved,Curved,Curved,basic_curve
71771,5x8x⅔ Curved Smooth,Curved,Curved,special_curve
15625,5x8x⅔ Curved,Curved,Curved,special_curve
37352,1x2x1 Curved,Curved,Curved,special_curve
6215,2x3 Curved,Curved,Curved,special_curve
30165,2x2 Curved,Curved,Curved,special_curve
6192,2x4 Curved,Curved,Curved,special_curve
67810,2x2 Round Corner,Curved,Curved,corner
6091,1x2x1⅓ Curved,Curved,Curved,special_curve
6081,4x2x1⅓ Curved,Curved,Curved,special_curve
10314,1x4x1⅓ Curved,Curved,Curved,special_curve
4045,1x4x1⅓ Curved Rounded Ends,Curved,Curved,special_curve
33243,1x3x2 Curved,Curved,Curved,special_curve
6005,1x3x2 Curved,Curved,Curved,special_curve
6183,1x6x2 Double,Curved,Curved,double_curve
65734,1x4x2⅔ Curved,Curved,Curved,special_curve
6060,1x8x3⅓ Curved,Curved,Curved,special_curve
2571,3x4x6 Panel Curved Top,Curved,Curved,panel
18910,3x4x3 Curved Panel w/ Hinge,Curved,Curved,panel
76798,5x8x3⅔ Curved Panel w/ 2 Axle Holes,Curved,Curved,panel
24201,2x1 Curved Inverted,Curved,Curved,inverted
32803,2x2 Curved Inverted,Curved,Curved,inverted
1750,2x2 Curved Inverted,Curved,Curved,inverted
13547,4x1 Curved Inv.,Curved,Curved,inverted
42023,6x1 Curved Inv.,Curved,Curved,inverted
11290,2x8x2 Double Inverted,Curved,Curved,inverted
11301,2x8x2 Double Inverted,Curved,Curved,inverted
54091,2x8x2 Double Inverted,Curved,Curved,inverted
70681,1x1 Inverted,Curved,Curved,inverted
78665,1x2 Arch Inv.,Curved,Curved,inverted
5190,2x2 Inverted Corner,Curved,Curved,inverted
2339,3x3 Inverted Corner,Curved,Curved,inverted
92434,6x3x2 Curved w/ Bar,Curved,Curved,special_curve
46413,4x8x2 Curved w/ 2 Click Hinges,Curved,Curved,special_curve
49097,3x2½x1 Mudguard,Vehicle,Mudguard,
50745,4x2½x2 Mudguard,Vehicle,Mudguard,
98282,4x2½x1 Mudguard,Vehicle,Mudguard,
1846,4x3x1½ Arch Mudguard,Vehicle,Mudguard,
3387,4x2½x2 Arch Mudguard,Vehicle,Mudguard,
35789,4x2½x2 Mudguard,Vehicle,Mudguard,
18974,4x2½x2½ Mudguard,Vehicle,Mudguard,
62361,7½x6x1 Mudguard,Vehicle,Mudguard,
28326,4x3x1 Mudguard,Vehicle,Mudguard,
98835,3x4x1½ Curved,Vehicle,Mudguard,
41854,2x4 Flared Mudguard,Vehicle,Mudguard,
60212,2x4 Mudguard,Vehicle,Mudguard,
44674,2x4 Mudguard Overhanging,Vehicle,Mudguard,
11291,3x4x⅔ Wedge Cutout,Vehicle,Mudguard,
29119,2x1 Wedge Curved R.,Curved,Wedge,right
29120,2x1 Wedge Curved L.,Curved,Wedge,left
66956,2x2 Wedge Curved,Curved,Wedge,
80178,3x2 Wedge Curved R.,Curved,Wedge,right
80177,3x2 Wedge Curved L.,Curved,Wedge,left
64225,3x4 Curve No Studs,Curved,Wedge,
47753,4x4 Curve No Studs,Curved,Wedge,
43712,6x4 Wedge Curved,Curved,Wedge,
41747,6x2 Wedge Curved R.,Curved,Wedge,right
41748,6x2 Wedge Curved L.,Curved,Wedge,left
47755,4x3 Curve Cutout,Curved,Wedge,
50956,10x3 Wedge Curved R.,Curved,Wedge,right
50955,10x3 Wedge Curved L.,Curved,Wedge,left
42060,12x3 Wedge Curved R.,Curved,Wedge,right
42061,12x3 Wedge Curved L.,Curved,Wedge,left
45301,16x4 Wedge Curved,Curved,Wedge,
41749,8x3x2 Wedge Curved R.,Curved,Wedge,right
41750,8x3x2 Wedge Curved L.,Curved,Wedge,left
77182,10x2x2 Wedge Curved R.,Curved,Wedge,right
77180,10x2x2 Wedge Curved L.,Curved,Wedge,left
43721,4x2 Wedge Twist L.,Curved,Wedge,left
43720,4x2 Wedge Twist R.,Curved,Wedge,right
62360,3x6x1 Curved Windscreen,Curved,Wedge,
72824,Ball Soccer,Curved,Ball,
54821,Ball Bionicle Zamor Sphere,Curved,Ball,
24946,Egg,Curved,Ball,
39739,1x1 Tile Heart,Curved,Heart_star,
39613,3x3 Plate Heart,Curved,Heart_star,
46342,6x6 Plate Heart,Curved,Heart_star,
11609,1x1 Round Star,Curved,Heart_star,
39611,4x4x⅔ Star w/ 2x2 Base,Curved,Heart_star,
15470,1x1 Round Swirled Top,Curved,Other,
74698,2x2 Round w/ Ring,Curved,Other,
2654,Round 2x2 (Boat Stud),Curved,Other,
3940,2x2x2 Support,Curved,Other,
75937,2x2 Bar frame,Curved,Other,
15469,2x2 Round w/ 4 petals,Curved,Other,
15429,Cat Tail,Curved,Other,
27266,2x2 Round w/ 8 Spikes,Curved,Other,
80677,2x2 Round spiral,Curved,Other,
18969,4x4x13 ⅓ Balloon Panel w/ clips,Curved,Other,
35470,3x5 Cloud w/ 3 Studs,Curved,Other,
58176,Light Cover (Bionicle Eye),Curved,Other,
44358,2x2 Hemisphere Socket,Curved,Other,
53119,1x1 Round w/ Twist (Poop),Curved,Other,
11010,Ring,Curved,Other,
26621,25L Bracelet 14x2 studs,Curved,Other,
11641,Basketball Net w/ Axle,Curved,Other,
786,Hose Ribbed 97mm,Curved,Other,
1686,Shoulder Cover Round w/ Bars,Curved,Other,
65700,2x2 Cake Frosting,Curved,Other,
40145,2x2 Round w/ Rotation Stem,Curved,Other,
27976,4x6x6 Slide,Curved,Other,
28387,6x6x6 Slide Curved,Curved,Other,
